ClassKind,icd11Code,icd11Title,icd11TTDalias,isLeaf,MeSHDiseaseID,MeSHDiseaseTerm,HSDNCount,TTDTitle,TTDDrugCount,DrugPresentInBlock,icd10Code,icd10Chapter,icd10Title
category,2B6B.21,- - - - - - Other or unspecified malignant epithelial neoplasm of pharyngeal tonsil,,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.2Y,- - - - - - Other specified malignant neoplasms of pharyngeal tonsil,,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.2Z,- - - - - - Malignant neoplasm of pharyngeal tonsil without mention of type,,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.Y,- - - - - Other specified malignant neoplasms of nasopharynx,,True,,,0,,0,0,C11.8,II,Malignant neoplasm: Overlapping lesion of nasopharynx
category,2B6B.Z,"- - - - - Malignant neoplasms of nasopharynx, unspecified",,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6C,- - - - Malignant neoplasms of piriform sinus,,False,,,0,,0,0,C12,II,Malignant neoplasm of piriform sinus
category,2B6C.0,- - - - - Squamous cell carcinoma of piriform sinus,,True,,,0,,0,0,C12,II,Malignant neoplasm of piriform sinus
category,2B6C.Y,- - - - - Other specified malignant neoplasms of piriform sinus,,True,,,0,,0,0,C12,II,Malignant neoplasm of piriform sinus
category,2B6C.Z,"- - - - - Malignant neoplasms of piriform sinus, unspecified",,True,,,0,,0,0,C12,II,Malignant neoplasm of piriform sinus
category,2B6D,- - - - Malignant neoplasms of hypopharynx,,False,D007012,Hypopharyngeal Neoplasms,21,,0,0,C13,II,Malignant neoplasm of hypopharynx
category,2B6D.0,- - - - - Squamous cell carcinoma of hypopharynx and variants,,True,,,0,,0,0,C13,II,Malignant neoplasm of hypopharynx
category,2B6D.Y,- - - - - Other specified malignant neoplasms of hypopharynx,,True,,,0,,0,0,C13.8,II,Malignant neoplasm: Overlapping lesion of hypopharynx
category,2B6D.Z,"- - - - - Malignant neoplasms of hypopharynx, unspecified",,True,,,0,,0,0,C13,II,Malignant neoplasm of hypopharynx
block,2D50-2E09,- - Malignant neoplasm metastases,,False,D009362,Neoplasm Metastasis,47,Metastatic malignant neoplasm,1,1,C76-C80,II,"Malignant neoplasms of ill-defined, secondary and unspecified sites"
block,2D70-2D7Z,- - - Malignant neoplasm metastasis in thoracic or respiratory organs,,False,,,0,,0,1,C78,II,Secondary malignant neoplasm of respiratory and digestive organs
category,2D70,- - - - Malignant neoplasm metastasis in lung,,True,,,0,,0,0,C78.0,II,Secondary malignant neoplasm of lung
category,2D71,- - - - Malignant neoplasm metastasis in mediastinum,,True,,,0,,0,0,C78.1,II,Secondary malignant neoplasm of mediastinum
category,2D72,- - - - Malignant neoplasm metastasis in pleura,2C26,True,D010997,Pleural Neoplasms,0,Malignant pleural effusion,1,0,C78.2,II,Secondary malignant neoplasm of pleura
category,2D73,- - - - Malignant neoplasm metastasis in upper respiratory tract organs,,True,,,0,,0,0,C78.3,II,Secondary malignant neoplasm of other and unspecified respiratory organs
category,2D7Y,- - - - Malignant neoplasm metastasis in other specified thoracic organs,,True,,,0,,0,0,C78.8,II,Secondary malignant neoplasm of other and unspecified digestive organs
category,2D7Z,"- - - - Malignant neoplasm metastasis in thoracic or respiratory organs, unspecified",,True,,,0,,0,0,C78,II,Secondary malignant neoplasm of respiratory and digestive organs
block,2E60-2E6Z,"- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,False,,,0,,0,0,D09.9,II,"Carcinoma in situ, unspecified"
category,2E+062,- - Carcinoma in situ of middle ear or respiratory system,,False,,,0,,0,0,D02,II,Carcinoma in situ of middle ear and respiratory system
category,2E62.0,- - - Carcinoma in situ of larynx,,True,,,0,,0,0,D02.0,II,Carcinoma in situ: Larynx
category,2E62.1,- - - Carcinoma in situ of trachea,,True,,,0,,0,0,D02.1,II,Carcinoma in situ: Trachea
category,2E62.2,- - - Carcinoma in situ of bronchus or lung,,True,,,0,,0,0,D02.2,II,Carcinoma in situ: Bronchus and lung
block,2E80-2F5Z,"- Benign neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues",,False,,,0,,0,0,D10-D36,II,Benign neoplasms
block,2E90-2F3Z,- - Benign non-mesenchymal neoplasms,,False,,,0,,0,0,D10-D36,II,Benign neoplasms
block,2F00-2F0Z,- - - Benign neoplasm of respiratory or intrathoracic organs,,False,,,0,,0,0,D15.7,II,Benign neoplasm: Other specified intrathoracic organs
category,2F00,- - - - Benign neoplasm of middle ear or respiratory system,,False,,,0,,0,0,D14,II,Benign neoplasm of middle ear and respiratory system
category,2F00.0,- - - - - Middle ear endocrine tumour,,True,,,0,,0,0,D14.0,II,"Benign neoplasm: Middle ear, nasal cavity and accessory sinuses"
category,2F00.1,- - - - - Recurrent respiratory papillomatosis,,True,,,0,,0,0,D14,II,Benign neoplasm of middle ear and respiratory system
category,2F00.2,- - - - - Laryngeal endocrine tumour,,True,,,0,,0,0,D14.1,II,Benign neoplasm: Larynx
category,2F00.Y,- - - - - Other specified benign neoplasm of middle ear or respiratory system,,True,,,0,,0,0,D14,II,Benign neoplasm of middle ear and respiratory system
category,2F00.Z,"- - - - - Benign neoplasm of middle ear or respiratory system, unspecified",,True,,,0,,0,0,D14,II,Benign neoplasm of middle ear and respiratory system
category,2F01,- - - - Benign neoplasm of intrathoracic organs,,True,,,0,,0,0,D15,II,Benign neoplasm of other and unspecified intrathoracic organs
category,2F0Y,- - - - Benign neoplasms of other specified respiratory and intrathoracic organs,,True,,,0,,0,0,D15.7,II,Benign neoplasm: Other specified intrathoracic organs
category,2F0Z,- - - - Benign neoplasms of unspecified respiratory and intrathoracic organs,,True,,,0,,0,0,D15.7,II,Benign neoplasm: Other specified intrathoracic organs
block,2F70-2F7Z,"- Neoplasms of uncertain behaviour, except of lymphoid, haematopoietic, central nervous system or related tissues",,False,,,0,,0,0,D37-D48,II,Neoplasms of uncertain or unknown behaviour
category,2F71,"- - Neoplasms of uncertain behaviour of middle ear, respiratory or intrathoracic organs",,False,,,0,,0,0,D37-D48,II,Neoplasms of uncertain or unknown behaviour
category,2F71.1,- - - Neoplasms of uncertain behaviour of larynx,,True,,,0,,0,0,D38.0,II,Neoplasm of uncertain or unknown behaviour: Larynx
category,2F71.2,- - - Neoplasms of uncertain behaviour of pleura,,True,,,0,,0,0,D38.2,II,Neoplasm of uncertain or unknown behaviour: Pleura
category,2F71.3,"- - - Neoplasms of uncertain behaviour of trachea, bronchus or lung",,True,,,0,,0,0,D38.1,II,"Neoplasm of uncertain or unknown behaviour: Trachea, bronchus and lung"
block,2F90-2F97,"- Neoplasms of unknown behaviour, except of lymphoid, haematopoietic, central nervous system or related tissues",,False,,,0,,0,0,D37-D48,II,Neoplasms of uncertain or unknown behaviour
category,2F91,"- - Neoplasms of unknown behaviour of middle ear, respiratory or intrathoracic organs",,False,,,0,,0,0,D38,II,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs
category,2F91.0,- - - Neoplasms of unknown behaviour of larynx,,True,,,0,,0,0,D38.0,II,Neoplasm of uncertain or unknown behaviour: Larynx
category,2F91.1,"- - - Neoplasms of unknown behaviour of trachea, bronchus or lung",,True,,,0,,0,0,D38.1,II,"Neoplasm of uncertain or unknown behaviour: Trachea, bronchus and lung"
,,,,,,,,,,,,,
chapter,4A00-4B4Z,Diseases of the immune system,,False,,,0,,0,1,D89.9,III,"Disorder involving the immune mechanism, unspecified"
block,4B20-4B2Y,- Certain disorders involving the immune system,,False,,,0,,0,1,D89.9,III,"Disorder involving the immune mechanism, unspecified"
category,4B20,- - Sarcoidosis,,False,,,0,,0,0,D86,III,Sarcoidosis
category,4B20.0,- - - Sarcoidosis of lung,,True,D017565,"Sarcoidosis, Pulmonary",37,,0,0,D86.0,III,Sarcoidosis of lung
,,,,,,,,,,,,,
chapter,,"Endocrine, nutritional or metabolic diseases",,False,,,0,,,,IV,IV,"Endocrine, nutritional and metabolic diseases"
block,,- Endocrine diseases,,False,,,0,,,,IV,IV,"Endocrine, nutritional and metabolic diseases"
block,,- - Diabetes mellitus,,False,D003920,Diabetes Mellitus,,,,,E10-E14,IV,Diabetes mellitus
category,5A10,- - - Type 1 diabetes mellitus,,True,D003922,"Diabetes Mellitus, Type 1",,,,,E10-E14,IV,Diabetes mellitus
category,5A11,- - - Type 2 diabetes mellitus,,True,D003924,"Diabetes Mellitus, Type 2",,,,,E11,IV,Type 2 diabetes mellitus
category,5A12,- - - Malnutrition-related diabetes mellitus,,True,,,0,,,,E12,IV,Malnutrition-related diabetes mellitus
category,5A13,"- - - Diabetes mellitus, other specified type",,False,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.0,- - - - Diabetes mellitus due to genetic defects of beta cell function,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.1,- - - - Diabetes mellitus due to genetic defects in insulin action,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.2,- - - - Diabetes mellitus due to diseases of the exocrine pancreas,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.3,- - - - Diabetes mellitus due to endocrinopathies,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.4,- - - - Diabetes mellitus due to drug or chemical,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.5,- - - - Diabetes mellitus due to uncommon forms of immune-mediated diabetes,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.6,- - - - Diabetes mellitus due to other genetic syndromes,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.7,- - - - Diabetes mellitus due to clinically defined subtypes or syndromes,,True,,,0,,,,E13,IV,Other specified diabetes mellitus
category,5A13.Y,- - - - Diabetes mellitus due to other specified cause,,True,,,0,,,,E13.8,IV,Other specified diabetes mellitus with unspecified complications
category,5A14,"- - - Diabetes mellitus, type unspecified",,True,,,0,,,,E14,IV,Unspecified diabetes mellitus
block,,- - - Acute complications of diabetes mellitus,,False,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A20,- - - - Diabetic hyperosmolar hyperglycaemic state,,False,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A20.0,- - - - - Hyperosmolar hyperglycaemic state without coma,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A20.1,- - - - - Hyperosmolar hyperglycaemic state with coma,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A20.Z,"- - - - - Diabetic hyperosmolar hyperglycaemic state, unspecified",,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A21,- - - - Hypoglycaemia in the context of diabetes mellitus,,False,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A21.0,- - - - - Hypoglycaemia in the context of diabetes mellitus without coma,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A21.1,- - - - - Hypoglycaemia in the context of diabetes mellitus with coma,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A21.Z,"- - - - - Hypoglycaemia in the context of diabetes, unspecified",,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A22,- - - - Diabetic acidosis,,False,,,0,,,,E14.1,IV,Unspecified diabetes mellitus with ketoacidosis
category,5A22.0,- - - - - Diabetic ketoacidosis without coma,,True,D016883,Diabetic Ketoacidosis,,,,,E14.1,IV,Unspecified diabetes mellitus with ketoacidosis
category,5A22.1,- - - - - Diabetic lactic acidosis,,True,,,0,,,,E14.1,IV,Unspecified diabetes mellitus with ketoacidosis
category,5A22.2,- - - - - Diabetic metabolic acidosis,,True,,,0,,,,E14.1,IV,Unspecified diabetes mellitus with ketoacidosis
category,5A22.3,- - - - - Diabetic ketoacidosis with coma,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A22.Y,- - - - - Other specified diabetic acidosis,,True,,,0,,,,E14.1,IV,Unspecified diabetes mellitus with ketoacidosis
category,5A22.Z,"- - - - - Diabetic acidosis, unspecified",,True,,,0,,,,E14.1,IV,Unspecified diabetes mellitus with ketoacidosis
category,5A23,- - - - Diabetic coma,,True,D003926,Diabetic Coma,,,,,E10-E14,IV,Diabetes mellitus
category,5A24,- - - - Uncontrolled or unstable diabetes mellitus,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
category,5A2Y,- - - - Other specified acute complications of diabetes mellitus,,True,,,0,,,,E10-E14,IV,Diabetes mellitus
block,5B50-5C3Z,- Nutritional disorders,,False,,,,,,,E90,IV,Nutritional and metabolic disorders in diseases classified elsewhere
block,5B80-5C1Z,"- - Overweight, obesity or specific nutrient excesses",,False,,,,,,,E65-E68,IV,Obesity and other hyperalimentation
block,5B80-5B81.Z,- - - Overweight or obesity,,False,,,,,,,E65-E68,IV,Obesity and other hyperalimentation
category,5B80,- - - - Overweight or localised adiposity,,False,,,,,,,E65-E68,IV,Obesity and other hyperalimentation
category,5B80.0,- - - - - Overweight,,False,,,,,,,E66.9,IV,"Obesity, unspecified"
category,5B80.00,"- - - - - - Overweight in infants, children or adolescents",,True,,,,,,,E66.9,IV,"Obesity, unspecified"
category,5B80.01,- - - - - - Overweight in adults,,True,,,,,,,E66.9,IV,"Obesity, unspecified"
category,5B80.0Z,"- - - - - - Overweight, unspecified",,True,,,,,,,E66.9,IV,"Obesity, unspecified"
category,5B80.1,- - - - - Localised adiposity,,True,,,,,,,E65,IV,Localized adiposity
category,5B81,- - - - Obesity,,False,D009765,Obesity,,,,,E66,IV,Obesity
category,5B81.0,- - - - - Obesity due to energy imbalance,,False,,,,,,,E66.0,IV,Obesity due to excess calories
category,5B81.00,- - - - - - Obesity in children or adolescents,,True,,,,,,,E66.0,IV,Obesity due to excess calories
category,5B81.01,- - - - - - Obesity in adults,,True,,,,,,,E66.0,IV,Obesity due to excess calories
category,5B81.1,- - - - - Drug-induced obesity,,True,,,,,,,E66.1,IV,Drug-induced obesity
category,5B81.Y,- - - - - Other specified obesity,,True,,,,,,,E66.8,IV,Other obesity
category,5B81.Z,"- - - - - Obesity, unspecified",,True,,,,,,,E66,IV,Obesity
,,,,,,,,,,,,,
chapter,FA00-FC0Z,Diseases of the musculoskeletal system or connective tissue,,False,,,,,,,XIII,XIII,Diseases of the musculoskeletal system and connective tissue
block,FA00-FA5Z,- Arthropathies,,False,,,,,,,M00-M25,XIII,Arthropathies
block,FA00-FA0Z,- - Osteoarthritis,,False,D010003,Osteoarthritis,,,,,M00-M25,XIII,Arthropathies
category,FA00,- - - Osteoarthritis of hip,,False,D015207,"Osteoarthritis, Hip",,,,,M16,XIII,Coxarthrosis [arthrosis of hip]
category,FA00.0,- - - - Primary osteoarthritis of hip,,True,,,,,,,M16,XIII,Coxarthrosis [arthrosis of hip]
category,FA00.1,- - - - Post traumatic osteoarthritis of hip,,True,,,,,,,M16,XIII,Coxarthrosis [arthrosis of hip]
category,FA00.2,- - - - Other secondary osteoarthritis of hip,,True,,,,,,,M16,XIII,Coxarthrosis [arthrosis of hip]
category,FA00.Z,"- - - - Osteoarthritis of hip, unspecified",,True,,,,,,,M16,XIII,Coxarthrosis [arthrosis of hip]
category,FA01,- - - Osteoarthritis of knee,,False,D020370,"Osteoarthritis, Knee",,,,,M17,XIII,Gonarthrosis [arthrosis of knee]
category,FA01.0,- - - - Primary osteoarthritis of knee,,True,,,,,,,M17,XIII,Gonarthrosis [arthrosis of knee]
category,FA01.1,- - - - Post traumatic osteoarthritis of knee,,True,,,,,,,M17,XIII,Gonarthrosis [arthrosis of knee]
category,FA01.2,- - - - Other secondary osteoarthritis of knee,,True,,,,,,,M17,XIII,Gonarthrosis [arthrosis of knee]
category,FA01.Z,"- - - - Osteoarthritis of knee, unspecified",,True,,,,,,,M17,XIII,Gonarthrosis [arthrosis of knee]
category,FA02,- - - Osteoarthritis of wrist or hand,,False,,,,,,,M00-M25,XIII,Arthropathies
category,FA02.0,- - - - Primary osteoarthritis of wrist or hand,,True,,,,,,,M00-M25,XIII,Arthropathies
category,FA02.1,- - - - Post traumatic osteoarthritis of wrist or hand,,True,,,,,,,M00-M25,XIII,Arthropathies
category,FA02.2,- - - - Other secondary osteoarthritis of wrist or hand,,True,,,,,,,M00-M25,XIII,Arthropathies
category,FA02.Z,"- - - - Osteoarthritis of wrist or hand, unspecified",,True,,,,,,,M00-M25,XIII,Arthropathies
category,FA03,- - - Osteoarthritis of other specified joint,,False,,,,,,,M47.9,XIII,"Spondylosis, unspecified"
category,FA03.0,- - - - Primary osteoarthritis of other specified joint,,True,,,,,,,M47.9,XIII,"Spondylosis, unspecified"
category,FA03.1,- - - - Post traumatic osteoarthritis of other specified joint,,True,,,,,,,M47.9,XIII,"Spondylosis, unspecified"
category,FA03.2,- - - - Other secondary osteoarthritis of other specified joint,,True,,,,,,,M47.9,XIII,"Spondylosis, unspecified"
category,FA03.Z,"- - - - Osteoarthritis of other specified joint, unspecified",,True,,,,,,,M47.9,XIII,"Spondylosis, unspecified"
category,FA04,- - - Oligoosteoarthritis,,True,,,,,,,M00-M25,XIII,Arthropathies
category,FA05,- - - Polyosteoarthritis,,True,,,,,,,M15,XIII,Polyarthrosis
category,FA0Z,"- - - Osteoarthritis, unspecified",,True,,,,,,,M00-M25,XIII,Arthropathies
block,FA10-FA1Z,- - Infection related arthropathies,,False,,,,,,,M00-M03,XIII,Infectious arthropathies
category,FA10,- - - Direct infections of joint,,False,,,,,,,M01,XIII,Direct infections of joint in infectious and parasitic diseases classified elsewhere
category,FA10.0,- - - - Bacterial infection of joint,,True,,,,,,,M01,XIII,Direct infections of joint in infectious and parasitic diseases classified elsewhere
category,FA10.1,- - - - Viral infection of joint,,True,,,,,,,M01,XIII,Direct infections of joint in infectious and parasitic diseases classified elsewhere
category,FA10.2,- - - - Fungal infection of joint,,True,,,,,,,M01.6,XIII,Arthritis in mycoses
category,FA10.Z,"- - - - Direct infections of joint, unspecified",,True,,,,,,,M01,XIII,Direct infections of joint in infectious and parasitic diseases classified elsewhere
category,FA11,- - - Reactive arthropathies,,False,D016918,"Arthritis, Reactive",,,,,M02,XIII,Reactive arthropathies
category,FA11.0,- - - - Arthropathy following intestinal bypass,,True,,,,,,,M02.0,XIII,Arthropathy following intestinal bypass
category,FA11.1,- - - - Arthropathy following vaccination,,True,,,,,,,M02.2,XIII,Postimmunization arthropathy
category,FA11.2,- - - - Arthropathy following genitourinary infection,,True,,,,,,,M02.3,XIII,Reiter disease
category,FA11.Y,- - - - Other specified reactive arthropathies,,True,,,,,,,M02.8,XIII,Other reactive arthropathies
category,FA11.Z,"- - - - Reactive arthropathies, unspecified",,True,,,,,,,M02,XIII,Reactive arthropathies
category,FA12,- - - Postinfectious arthropathies,,False,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA12.0,- - - - Bacterial postinfectious arthropathy,,True,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA12.1,- - - - Viral postinfectious arthropathies,,True,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA12.2,- - - - Fungal postinfectious arthropathies,,True,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA12.3,- - - - Parasitic postinfectious arthropathies,,True,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA12.Y,- - - - Other specified postinfectious arthropathies,,True,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA12.Z,"- - - - Postinfectious arthropathies, unspecified",,True,,,,,,,M03,XIII,Postinfective and reactive arthropathies in diseases classified elsewhere
category,FA13,- - - Infectious spondyloarthritis,,True,,,,,,,M49.3,XIII,Spondylopathy in other infectious and parasitic diseases classified elsewhere
category,FA1Y,- - - Other specified infection related arthropathies,,True,,,,,,,M00-M03,XIII,Infectious arthropathies
category,FA1Z,"- - - Infection related arthropathies, unspecified",,True,,,,,,,M00-M03,XIII,Infectious arthropathies
block,FA20-FA2Z,- - Inflammatory arthropathies,,False,,,,,,,M05-M14,XIII,Inflammatory polyarthropathies
category,FA20,- - - Rheumatoid arthritis,,False,D001172,"Arthritis, Rheumatoid",,,,,M06.0,XIII,Seronegative rheumatoid arthritis
category,FA20.0,- - - - Seropositive rheumatoid arthritis,,True,,,,,,,M05,XIII,Seropositive rheumatoid arthritis
category,FA20.1,- - - - Seronegative rheumatoid arthritis,,True,,,,,,,M06.0,XIII,Seronegative rheumatoid arthritis
category,FA20.Z,"- - - - Rheumatoid arthritis, serology unspecified",,True,,,,,,,M06.0,XIII,Seronegative rheumatoid arthritis
category,FA21,- - - Psoriatic arthritis,,False,D015535,"Arthritis, Psoriatic",,,,,L40.5,XII,Arthropathic psoriasis
category,FA21.0,- - - - Psoriatic spondyloarthritis,,True,,,,,,,M07.2,XIII,Psoriatic spondylitis
category,FA21.Y,- - - - Other specified psoriatic arthritis,,True,,,,,,,L40.5,XII,Arthropathic psoriasis
category,FA21.Z,"- - - - Psoriatic arthritis, unspecified",,True,,,,,,,L40.5,XII,Arthropathic psoriasis
category,FA22,- - - Polymyalgia rheumatica,,True,D011111,Polymyalgia Rheumatica,,,,,M35.3,XIII,Polymyalgia rheumatica
category,FA23,- - - Adult-onset Still disease,,True,D016706,"Still's Disease, Adult-Onset",,,,,M06.1,XIII,Adult-onset Still disease
category,FA24,- - - Juvenile idiopathic arthritis,,False,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.0,- - - - Juvenile idiopathic oligoarthritis,,False,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.00,"- - - - - Juvenile idiopathic oligoarthritis, onset persistent",,True,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.01,"- - - - - Juvenile idiopathic oligoarthritis, onset extended",,True,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.0Z,"- - - - - Juvenile idiopathic oligoarthritis, onset unspecified",,True,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.1,- - - - Juvenile idiopathic polyarthritis,,True,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.2,- - - - Juvenile psoriatic arthritis,,True,,,,,,,M09.0,XIII,Juvenile arthritis in psoriasis
category,FA24.3,- - - - Juvenile enthesitis related arthritis,,True,,,,,,,M08,XIII,Juvenile arthritis
category,FA24.4,- - - - Juvenile systemic arthritis,,True,,,,,,,M08.2,XIII,Juvenile arthritis with systemic onset
category,FA24.Y,- - - - Other specified juvenile idiopathic arthritis,,True,,,,,,,M08.8,XIII,Other juvenile arthritis
category,FA24.Z,"- - - - Juvenile idiopathic arthritis, unspecified",,True,,,,,,,M08,XIII,Juvenile arthritis
category,FA25,- - - Gout,,False,D006073,Gout,,,,,M10,XIII,Gout
category,FA25.0,- - - - Primary gout,,True,,,,,,,M10.0,XIII,Idiopathic gout
category,FA25.1,- - - - Secondary gout,,False,,,,,,,M10,XIII,Gout
category,FA25.10,- - - - - Lead-induced gout,,True,,,,,,,M10.1,XIII,Lead-induced gout
category,FA25.11,- - - - - Drug-induced gout,,True,,,,,,,M10.2,XIII,Drug-induced gout
category,FA25.12,- - - - - Gouty arthropathy due to enzyme defects or other inherited disorders,,True,,,,,,,M14.0,XIII,Gouty arthropathy due to enzyme defects and other inherited disorders
category,FA25.1Y,- - - - - Other specified secondary gout,,True,,,,,,,M10,XIII,Gout
category,FA25.1Z,"- - - - - Secondary gout, unspecified",,True,,,,,,,M10,XIII,Gout
category,FA25.2,- - - - Gout without specification whether primary or secondary,,False,,,,,,,M10.9,XIII,"Gout, unspecified"
category,FA25.20,- - - - - Tophaceous gout,,True,,,,,,,M10.9,XIII,"Gout, unspecified"
category,FA25.2Y,- - - - - Other specified gout without specification whether primary or secondary,,True,,,,,,,M10.9,XIII,"Gout, unspecified"
category,FA25.2Z,"- - - - - Gout, unspecified",,True,,,,,,,M10.9,XIII,"Gout, unspecified"
category,FA26,- - - Certain specified crystal arthropathies,,False,,,,,,,M11,XIII,Other crystal arthropathies
category,FA26.0,- - - - Calcium pyrophosphate dehydrate deposition disease,,True,,,,,,,M11,XIII,Other crystal arthropathies
category,FA26.1,- - - - Hydroxyapatite deposition disease,,True,,,,,,,M11.0,XIII,Hydroxyapatite deposition disease
category,FA26.2,- - - - Chondrocalcinosis,,True,D002805,Chondrocalcinosis,,,,,M11.2,XIII,Other chondrocalcinosis
category,FA26.Y,- - - - Other specified crystal arthropathies,,True,,,,,,,M11.8,XIII,Other specified crystal arthropathies
category,FA26.Z,"- - - - Crystal arthropathies, unspecified",,True,,,,,,,M11,XIII,Other crystal arthropathies
category,FA27,- - - Certain specified inflammatory arthropathies,,False,,,,,,,M12,XIII,Other specific arthropathies
category,FA27.0,- - - - Kashin-Beck disease,,True,D057767,Kashin-Beck Disease,,,,,M12.1,XIII,Kaschin-Beck disease
category,FA27.1,- - - - Pigmented villonodular synovitis,,True,D013586,"Synovitis, Pigmented Villonodular",,,,,M12.2,XIII,Villonodular synovitis (pigmented)
category,FA27.2,- - - - Palindromic rheumatism,,True,,,,,,,M12.3,XIII,Palindromic rheumatism
category,FA27.3,- - - - Transient synovitis,,True,,,,,,,M67.3,XIII,Transient synovitis
category,FA27.4,- - - - Intermittent hydrarthrosis,,True,,,,,,,M12.4,XIII,Intermittent hydrarthrosis
category,FA27.Y,- - - - Other specified inflammatory arthropathies,,True,,,,,,,M12.8,XIII,"Other specific arthropathies, not elsewhere classified"
category,FA2Z,"- - - Inflammatory arthropathies, unspecified",,True,,,,,,,M05-M14,XIII,Inflammatory polyarthropathies
block,FA30-FA3Z,- - Certain specified joint disorders or deformities of limbs,,False,,,,,,,M20-M25,XIII,Other joint disorders
category,FA30,- - - Acquired deformities of fingers or toes,,False,,,,,,,M20,XIII,Acquired deformities of fingers and toes
category,FA30.0,- - - - Acquired hallux valgus,,True,,,,,,,M20.1,XIII,Hallux valgus (acquired)
category,FA30.1,- - - - Hallux rigidus,,True,,,,,,,M20.2,XIII,Hallux rigidus
category,FA30.2,- - - - Acquired hammer toe,,True,,,,,,,M20.4,XIII,Other hammer toe(s) (acquired)
category,FA30.Y,- - - - Other specified acquired deformities of fingers or toes,,True,,,,,,,M20,XIII,Acquired deformities of fingers and toes
category,FA30.Z,"- - - - Acquired deformities of fingers or toes, unspecified",,True,,,,,,,M20,XIII,Acquired deformities of fingers and toes
category,FA31,- - - Other acquired deformities of limbs,,False,,,,,,,M21,XIII,Other acquired deformities of limbs
category,FA31.0,"- - - - Valgus deformity, not elsewhere classified",,True,,,,,,,M21.0,XIII,"Valgus deformity, not elsewhere classified"
category,FA31.1,"- - - - Varus deformity, not elsewhere classified",,True,,,,,,,M21.1,XIII,"Varus deformity, not elsewhere classified"
category,FA31.2,- - - - Flexion deformity,,True,,,,,,,M21.2,XIII,Flexion deformity
category,FA31.3,- - - - Acquired wrist drop,,True,,,,,,,M21.3,XIII,Wrist or foot drop (acquired)
category,FA31.4,- - - - Acquired foot drop,,True,,,,,,,M21,XIII,Other acquired deformities of limbs
category,FA31.5,- - - - Acquired pes planus,,True,,,,,,,M21.4,XIII,Flat foot [pes planus] (acquired)
category,FA31.6,- - - - Acquired clawhand or clubhand,,True,,,,,,,M21,XIII,Other acquired deformities of limbs
category,FA31.7,- - - - Acquired clawfoot or clubfoot,,True,,,,,,,M21.5,XIII,"Acquired clawhand, clubhand, clawfoot and clubfoot"
category,FA31.8,- - - - Acquired unequal limb length,,True,,,,,,,M21.7,XIII,Unequal limb length (acquired)
category,FA31.Y,- - - - Other specified acquired deformities of limbs,,True,,,,,,,M21.8,XIII,Other specified acquired deformities of limbs
category,FA31.Z,"- - - - Acquired deformities of limbs, unspecified",,True,,,,,,,M21,XIII,Other acquired deformities of limbs
category,FA32,- - - Disorders of patella,,False,,,,,,,M22,XIII,Disorders of patella
