DiseaseName	DiseaseID
Brain Injuries, Diffuse	D000070625
Bronchiectasis With Or Without Elevated Sweat Chloride 2	C567813
Brown-Vialetto-Van Laere syndrome	C537111
Bruck syndrome 1	C537406
Bruck syndrome 2	C537407
Brugada Syndrome 8	C567732
Brunner Syndrome	C563156
Bruton type agammaglobulinemia	C537409
Bulbar Palsy, Progressive	D010244
Burn-Mckeown syndrome	C537411
Buruli Ulcer	D054312
Buschke-Ollendorff syndrome	C537415
CADASIL	D046589
Cadmium Poisoning	D002105
Calcification of Joints and Arteries	C565891
Caliciviridae Infections	D017250
Cantu syndrome	C535572
Capillary Malformation-Arteriovenous Malformation	C564254
CAPOS syndrome	C535351
Carbamoyl-Phosphate Synthase I Deficiency Disease	D020165
Carbon Tetrachloride Poisoning	D002252
Carcinoma, Mucoepidermoid	D018277
Cardiac Malformation, Cleft Lip-Palate, Microcephaly and Digital Anomalies	C563414
Cardiac Tamponade	D002305
Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency	C565784
Cardiomyopathy, Dilated, 1BB	C567877
Cardiomyopathy, Dilated, 1D	C563306
Cardiomyopathy, Dilated, 1E	C563384
Cardiomyopathy, Dilated, 1EE	C567683
Cardiomyopathy, Dilated, 1g	C565824
Cardiomyopathy, Dilated, 1i	C565752
Cardiomyopathy, Dilated, 1u	C566296
Cardiomyopathy, Dilated, 1y	C567507
Cardiomyopathy, Familial Hypertrophic, 1	C566005
Cardiomyopathy, Familial Hypertrophic, 11	C567419
Cardiomyopathy, Familial Hypertrophic, 14	C567684
Cardiomyopathy, Familial Hypertrophic, 2	C566171
Cardiomyopathy, Familial Hypertrophic, 3	C566170
Cardiomyopathy, Familial Hypertrophic, 6	C563436
Cardiomyopathy, Familial Hypertrophic, 9	C566044
Cardiomyopathy, Familial Restrictive, 3	C567316
Cardiomyopathy, Hypertrophic, Familial	D024741
Carney Complex	D056733
Carney-Stratakis Syndrome	C564650
Carnitine-Acylcarnitine Translocase Deficiency	C562812
Carnitine palmitoyl transferase 1A deficiency	C535588
Carnitine Palmitoyltransferase II Deficiency, Infantile	C563462
Carnitine Palmitoyltransferase II Deficiency, Late-Onset	C563461
Carnitine Palmitoyltransferase II Deficiency, Lethal Neonatal	C563463
Cataract, Autosomal Dominant, Multiple Types 1	C566909
Cataract, autosomal recessive congenital 2	C535337
Cataract, Juvenile, With Microcornea And Glucosuria	C567434
Cataract, posterior polar, 3	C535343
Cataract, posterior polar, 4	C535344
Cataract, Pulverulent, Juvenile-Onset	C565703
Cataracts, Congenital, with Sensorineural Deafness, Down Syndrome-Like Facial Appearance, Short Stature, and Mental Retardation	C563390
Cataract, Zonular Pulverulent 3	C566608
Catatonia	D002389
CD8 Deficiency, Familial	C563824
Cerebellar Ataxia	D002524
Cerebellar Ataxia and Hypogonadotropic Hypogonadism	C565870
Cerebellar Ataxia, Cayman Type	C563363
Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 2	C567656
Cerebral Amyloid Angiopathy, Familial	D028243
Cerebral Cavernous Malformations 2	C566394
Cerebrocostomandibular Syndrome	C562538
Cerebrooculofacioskeletal Syndrome 1	C562434
Cerebrooculofacioskeletal Syndrome 3	C565035
Cerebrooculofacioskeletal Syndrome 4	C565184
Cerebroretinal Microangiopathy with Calcifications and Cysts	C567401
Cerebrovascular Trauma	D020214
Ceroid Lipofuscinosis, Neuronal, 1	C564953
Ceroid Lipofuscinosis, Neuronal, 10	C566438
Ceroid Lipofuscinosis, Neuronal, 2	C566857
Ceroid lipofuscinosis, neuronal 5	C575534
Ceroid Lipofuscinosis, Neuronal, 7	C563989
Ceroid lipofuscinosis, neuronal 8	C537952
Cervical Dystonia, Primary	C566572
Charcot-Marie-Tooth Disease, Axonal, Type 2a1	C566138
Charcot-Marie-Tooth Disease, Demyelinating, Type 1e	C566136
Charcot-Marie-Tooth Disease, Dominant Intermediate B	C564703
Charcot-Marie-Tooth disease, Type 1C	C537984
Charcot-Marie-Tooth disease, Type 1D	C537985
Charcot-Marie-Tooth disease, Type 2B1	C537990
Charcot-Marie-Tooth disease, Type 2B2	C537991
Charcot-Marie-Tooth disease, Type 2K	C535418
Charcot-Marie-Tooth disease, Type 4A, axonal form	C539595
Charcot-Marie-Tooth disease, Type 4B1	C535420
Charcot-Marie-Tooth disease, Type 4B2	C535421
Charcot-Marie-Tooth disease, Type 4C	C535423
Charcot-Marie-Tooth disease, Type 4E	C535301
Charcot-Marie-Tooth Disease, Type 4H	C563740
Charcot-Marie-Tooth Disease, Type 4j	C566984
Charcot-Marie-Tooth disease, X-linked, 1	C535919
Char syndrome	C566815
Cherubism	D002636
Chilblain lupus 1	C535924
Choledocholithiasis	D042883
Cholelithiasis	D002769
Chondrodysplasia, blomstrand type	C537914
Chondrodysplasia Punctata	D002806
Chondrodysplasia Punctata, Rhizomelic	D018902
Chondrosarcoma	D002813
Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism	C565850
Chromosome 1q21.1 Deletion Syndrome, 1.35-Mb	C567291
Chromosome 2q32-Q33 Deletion Syndrome	C567350
Chromosome 2q37 deletion syndrome	C538317
Chromosome 5q Deletion Syndrome	C535323
Chromosome Deletion	D002872
Chudley-Mccullough syndrome	C535459
Chylomicron retention disease	C535460
Ciliary Dyskinesia, Primary, 13	C567713
Ciliary Motility Disorders	D002925
Ciliopathies	D000072661
Cirrhosis, Familial	C566123
Citrullinemia	D020159
Classical Lissencephalies and Subcortical Band Heterotopias	D054221
Cochlear Diseases	D015834
Cockayne Syndrome	D003057
CODAS syndrome	C536434
Coffin-Lowry Syndrome	D038921
Cohen syndrome	C536438
Coloboma of optic nerve	C535970
Colonic Diseases	D003108
Colonic Polyps	D003111
Colorectal Adenomatous Polyposis, Autosomal Recessive	C563924
Colorectal Cancer, Hereditary Nonpolyposis, Type 5	C563456
Colorectal Cancer, Hereditary Nonpolyposis, Type 6	C566039
Colorectal Cancer, Hereditary Nonpolyposis, Type 7	C565777
Combined Oxidative Phosphorylation Deficiency 1	C563797
Combined Oxidative Phosphorylation Deficiency 2	C566468
Combined Oxidative Phosphorylation Deficiency 3	C566467
Combined Oxidative Phosphorylation Deficiency 5	C567126
Combined Saposin Deficiency	C567125
Compartment Syndromes	D003161
Complement Component 6 Deficiency	C567307
Complement Component C1s Deficiency	C565170
Cone-Rod Dystrophy 10	C564597
Cone-Rod Dystrophy 12	C567206
Cone-Rod Dystrophy 13	C567698
Congenital Bone Marrow Failure Syndromes	D000080984
Congenital Cataracts, Facial Dysmorphism, And Neuropathy	C565822
Congenital chloride diarrhea	C536210
Congenital disorder of glycosylation type 1C	C535741
Congenital disorder of glycosylation type 1E	C535743
Congenital disorder of glycosylation type 1F	C535744
Congenital disorder of glycosylation type 1G	C535745
Congenital disorder of glycosylation type 1H	C535746
Congenital disorder of glycosylation type 1K	C535749
Congenital disorder of glycosylation type 1L	C535750
Congenital disorder of glycosylation, type 2C	C535755
Congenital disorder of glycosylation type 2D	C535753
Congenital disorder of glycosylation type 2E	C535754
Congenital Disorder Of Glycosylation, Type IIB	C565264
Congenital Disorder Of Glycosylation, Type IIF	C567040
Congenital Disorder Of Glycosylation, Type IIH	C566987
Congenital Disorder Of Glycosylation, Type Im	C563666
Congenital Disorder of Glycosylation, Type Io	C567857
Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects	C562515
Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi	C567863
Congenital Microtia	D065817
Congenital myasthenic syndrome ib	C536089
Connective Tissue Diseases	D003240
Contiguous Abcd1-Dxs1375e Deletion Syndrome	C564508
Coproporphyria, Hereditary	D046349
Corneal dystrophy Avellino type	C535474
Corneal Dystrophy, Congenital Stromal	C566452
Corneal Dystrophy, Crystalline, of Schnyder	C535475
Corneal dystrophy, epithelial basement membrane	C535477
Corneal Dystrophy, Fuchs Endothelial, 3	C567678
Corneal Dystrophy, Fuchs Endothelial, 6	C567675
Corneal Dystrophy, Lattice Type IIIA	C563923
Corneal dystrophy of Bowman layer, type 1	C535476
Corneal Dystrophy, Posterior Polymorphous, 1	C562745
Corneal Dystrophy, Posterior Polymorphous, 3	C563788
Corneal dystrophy, Thiel-Behnke type	C535942
Corneal Opacity	D003318
Coronary Artery Disease, Autosomal Dominant, 1	C564258
Coronary Artery Disease, Autosomal Dominant 2	C567045
Corpus callosum agenesis neuronopathy	C536446
Corpus Callosum, Agenesis of, with Mental Retardation, Ocular Coloboma, and Micrognathia	C564509
Corpus Callosum, Partial Agenesis of, X-Linked	C564115
Costeff optic atrophy syndrome	C535311
Craniocerebral Trauma	D006259
Craniodiaphyseal Dysplasia, Autosomal Dominant	C567275
Cranioectodermal Dysplasia	C562966
Craniofacial Dysostosis	D003394
Craniofrontonasal dysplasia	C536456
Craniolenticulosutural Dysplasia	C564332
Craniosynostoses	D003398
Craniosynostosis radial aplasia syndrome	C536788
Creatine deficiency, X-linked	C535598
Cri-du-Chat Syndrome	D003410
Cryopyrin-Associated Periodic Syndromes	D056587
Currarino triad	C536221
Cutis Gyrata Syndrome of Beare And Stevenson	C565129
Cutis Laxa, Autosomal Dominant	C562627
Cutis Laxa, Autosomal Recessive, Type IIA	C562632
Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities	C567716
Cystinosis	D003554
Cystinosis, Late-Onset Juvenile or Adolescent Nephropathic Type	C562683
Cystinosis, ocular nonnephropathic	C535765
Cystinuria	D003555
Cysts	D003560
Cytochrome-c Oxidase Deficiency	D030401
Cytosolic acetoacetyl-CoA thiolase deficiency	C536005
Dandy-Walker Syndrome	D003616
Deafness, Aminoglycoside-Induced	C564013
Deafness, Autosomal Dominant 1	C565121
Deafness, Autosomal Dominant 11	C563353
Deafness, Autosomal Dominant 13	C566612
Deafness, Autosomal Dominant 20	C565754
Deafness, Autosomal Dominant 28	C563890
Deafness, Autosomal Dominant 41	C564272
Deafness, Autosomal Dominant 44	C564399
Deafness, Autosomal Dominant 5	C563410
Deafness, Autosomal Dominant 6	C563421
Deafness, autosomal dominant nonsyndromic sensorineural 17	C538050
Deafness, Autosomal Recessive 2	C564007
Deafness, Autosomal Recessive, 24	C567027
Deafness, Autosomal Recessive 28	C565218
Deafness, Autosomal Recessive 37	C564331
Deafness, Autosomal Recessive 42	C566460
Deafness, Autosomal Recessive 49	C565717
Deafness, Autosomal Recessive 53	C566453
Deafness, Autosomal Recessive 79	C567651
Deafness, Congenital, and Onychodystrophy, Autosomal Dominant	C567274
Deafness enamel hypoplasia nail defects	C535994
Deafness, X-Linked 1	C564433
Deafness, X-Linked 4	C564723
Deglutition Disorders	D003680
Dehydrated Hereditary Stomatocytosis, Pseudohyperkalemia, and Perinatal Edema	C566369
De Lange Syndrome	D003635
Delayed Emergence from Anesthesia	D055191
Dementia, familial Danish	C538209
Dementia, Vascular	D015140
Dent Disease	D057973
Dent disease 1	C538212
Dent Disease 2	C564487
Dentin dysplasia, type 1	C538215
Deoxyguanosine Kinase Deficiency	C580039
Dermatopathia pigmentosa reticularis	C535374
De Sanctis-Cacchione syndrome	C535992
Desbuquois syndrome	C535943
Desmoid disease, hereditary	C535944
D-glycericacidemia	C535767
Diabetes Mellitus, Insulin-Dependent, 20	C567286
Diabetes Mellitus, Noninsulin-Dependent, 1	C563359
Diabetes Mellitus, Transient Neonatal, 2	C563672
Diamond-Blackfan Anemia 10	C567649
Diamond-Blackfan Anemia 4	C567281
Diamond-Blackfan Anemia 5	C567280
Diamond-Blackfan Anemia 8	C567253
Diamond-Blackfan Anemia 9	C567650
Diaphanospondylodysostosis	C564305
Diaphragmatic Hernia 3	C565710
Diaphyseal medullary stenosis with malignant fibrous histiocytoma	C536169
Diarrhea 4, Malabsorptive, Congenital	C563673
Diastrophic dysplasia	C536170
Dicarboxylicaminoaciduria	C536171
DiGeorge Syndrome	D004062
Digestive System Neoplasms	D004067
Dihydropyrimidinase Deficiency	C562815
Dihydropyrimidine Dehydrogenase Deficiency	D054067
Distal arthrogryposis type 2B	C538400
Distal Myopathies	D049310
Diverticulitis	D004238
DNA Repair-Deficiency Disorders	D049914
Dog Diseases	D004283
dopamine beta hydroxylase deficiency	C535600
Dowling-Degos Disease	C562924
Doyne honeycomb retinal dystrophy	C535602
Dysautonomia, Familial	D004402
Dyschromatosis symmetrica hereditaria 1	C535729
Dyschromatosis Universalis Hereditaria 1	C567273
Dysequilibrium syndrome	C535731
Dysgnathia complex	C537996
Dyskeratosis Congenita	D019871
Dyskeratosis Congenita, Autosomal Dominant	C565079
Dyskeratosis Congenita, Autosomal Recessive	C565611
Dyskinesia, Familial, with Facial Myokymia	C564676
Dysmenorrhea	D004412
Dyssegmental dysplasia	C537998
Dyssomnias	D020920
Dystonia 12	C538001
Dystonia 16	C567430
Dystonia 6, torsion	C538003
Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency	C562657
Dystonia musculorum deformans type 1	C538005
Ear Diseases	D004427
Ectodermal Dysplasia 3, Anhidrotic	D053359
Ectodermal dysplasia, ectrodactyly, and macular dystrophy	C536190
Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive	D053360
Ectodermal Dysplasia-Skin Fragility Syndrome	C536183
Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism	C563293
Ectopia Lentis with Ectopia of Pupil	C563268
Ehlers-Danlos syndrome, cardiac valvular form	C536200
Ehlers-Danlos syndrome caused by tenascin-X deficiency	C536193
Ehlers-Danlos Syndrome, musculocontractural type 1	C000600608
Ehlers-Danlos syndrome type 1	C536194
Ehlers-Danlos syndrome type 2	C536195
Eiken Skeletal Dysplasia	C564010
Ellis-Van Creveld Syndrome	D004613
Embolism	D004617
Embolism and Thrombosis	D016769
Encephalocraniocutaneous lipomatosis	C535736
Endocrine-Cerebroosteodysplasia	C567210
Enhanced S-Cone Syndrome	C564835
Enterovirus Infections	D004769
Epidermodysplasia Verruciformis	D004819
Epidermolysa bullosa simplex and limb girdle muscular dystrophy	C535955
Epidermolysis bullosa dystrophica, Pasini type	C535956
Epidermolysis bullosa, pretibial	C535494
Epidermolysis Bullosa Pruriginosa	C563192
Epidermolysis Bullosa Simplex	D016110
Epidermolysis Bullosa Simplex, Autosomal Recessive	C563408
Epidermolysis bullosa simplex, Ogna type	C535962
Epidermolysis Bullosa Simplex With Pyloric Atresia	C567408
Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails	C562638
Epilepsy, Familial Adult Myoclonic, 3	C567098
Epilepsy, Female-Restricted, with Mental Retardation	C564715
Epilepsy, Myoclonic, Benign Adult Familial, Type 2	C564313
Epilepsy, Partial, with Variable Foci	C565785
Epileptic Encephalopathy, Early Infantile, 3	C562695
Epiphyseal dysplasia, multiple, 1	C535501
Epiphyseal dysplasia, multiple, 4	C535504
Episodic Ataxia, Type 1	C563278
Epithelial Recurrent Erosion Dystrophy	C565155
Exostoses, Multiple Hereditary	D005097
Exudative vitreoretinopathy 1	C536382
Exudative Vitreoretinopathy 4	C566619
Exudative Vitreoretinopathy 5	C567648
Fabry Disease	D000795
Facioscapulohumeral muscular dystrophy 1a	C536391
Facioscapulohumeral Muscular Dystrophy 1B	C563557
Factor XI Deficiency	D005173
Failure of Tooth Eruption, Primary	C565114
Familial benign hypercalcemia, type 3	C537147
Familial cylindromatosis	C536611
Familial dilated cardiomyopathy	C536231
Familial Exudative Vitreoretinopathies	D000080345
Familial Glucocorticoid Deficiency 1	C565974
Familial Hypophosphatemic Rickets	D053098
Familial Mediterranean Fever	D010505
Familial myelofibrosis	C536848
Familial Sudden Death	C566172
Fanconi Anemia, Complementation Group J	C563801
Fetal Distress	D005316
Fetal Nutrition Disorders	D048070
Fibrochondrogenesis	C562524
Fibromatosis, Abdominal	D018221
Fibromatosis, Congenital Generalized	C562978
Fibrosarcoma	D005354
Fibrosis Of Extraocular Muscles, Congenital, 2	C566587
Fibrosis of Extraocular Muscles, Congenital, 3B	C567739
Filaminopathy, autosomal dominant	C537932
Fingerprints, Absence of	C565010
Finnish lethal neonatal metabolic syndrome	C537934
Flatfoot	D005413
Floating-harbor syndrome	C537062
Fluoride Poisoning	D005458
Focal Facial Dermal Dysplasias	D000090303
Folate Malabsorption, Hereditary	C562799
Food Hypersensitivity	D005512
Fractures, Closed	D005596
Friedreich Ataxia	D005621
Friedreich Ataxia 1	C565561
Frontonasal dysplasia	C538065
Frontotemporal Dementia With Motor Neuron Disease	C566288
Fructose-1,6-Diphosphatase Deficiency	D015319
Fructosuria	C538068
Fucosidosis	D005645
Galloway Mowat syndrome	C537548
Gamma aminobutyric acid transaminase deficiency	C535407
Gamma-cystathionase deficiency	C535408
Gangliosidosis, GM1	D016537
Gastrinoma	D015408
Gastroenteritis, Transmissible, of Swine	D005761
Gaucher Disease, Atypical, Due To Saposin C Deficiency	C566435
Genee-Wiedemann syndrome	C537680
Genetic Diseases, X-Linked	D040181
Genitopatellar Syndrome	C565255
Gerodermia osteodysplastica	C537799
Gerstmann-Straussler-Scheinker Disease	D016098
Giant Axonal Neuropathy, Autosomal Dominant	C566444
Gingival Hypertrophy	D005886
Glaucoma 1, Open Angle, G	C563692
Glucagonoma	D005935
Glucose-Galactose Malabsorption	C562602
Glutamate formiminotransferase deficiency	C537425
Glutaric Acidemia I	C536833
Glutathione synthetase deficiency	C536835
Glycogen Storage Disease 0, Muscle	C566917
Glycogen Storage Disease IXB	C563008
Glycogen Storage Disease of Heart, Lethal Congenital	C564888
Glycogen Storage Disease Type I	D005953
Glycogen Storage Disease Type II	D006009
Glycogen Storage Disease Type IIb	D052120
Glycogen Storage Disease Type III	D006010
Glycogen Storage Disease Type IV	D006011
Glycogen Storage Disease Type VI	D006013
Glycogen Storage Disease Type VII	D006014
Glycogen Storage Disease XIV	C567859
Goldberg-Shprintzen megacolon syndrome	C537279
Goldenhar Syndrome	D006053
Gonadal Dysgenesis, 46,XX	D023961
Gonadal Dysgenesis, 46,XY	D006061
Gonadal dysgenesis XX type deafness	C537286
Gracile bone dysplasia	C537291
Granuloma, Foreign-Body	D015745
Granuloma, Plasma Cell	D006104
Granulomatosis with Polyangiitis	D014890
Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I	C565532
Gray Platelet Syndrome	D055652
Greig cephalopolysyndactyly syndrome	C537300
Griscelli syndrome type 1	C537301
Griscelli syndrome type 3	C537303
Groenouw type I corneal dystrophy	C537304
Growth mental deficiency syndrome of Myhre	C537620
Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy	C535642
Guillain-Barre Syndrome	D020275
Gyrate Atrophy	D015799
Hajdu-Cheney Syndrome	D031845
Halitosis	D006209
Hand foot uterus syndrome	C535627
Hearing Disorders	D006311
Heart Block	D006327
Heart-hand syndrome, Slovenian type	C535852
Heart Injuries	D006335
Heart Septal Defects, Atrial	D006344
Heavy Metal Poisoning	D000075322
Heinz Body Anemias	C563030
Hemangioma, Cavernous, Central Nervous System	D020786
Hematoma	D006406
Hematoma, Epidural, Spinal	D046748
Hematoma, Subdural	D006408
Hemoglobinopathies	D006453
Hemophagocytic lymphohistiocytosis, familial, 2	C537250
Hemophagocytic lymphohistiocytosis, familial, 3	C537251
Hemophagocytic lymphohistiocytosis, familial, 4	C537252
Hemophagocytic Lymphohistiocytosis, Familial, 5	C567752
Hemophilia A	D006467
Hemophilia B	D002836
Hennekam lymphangiectasia lymphedema syndrome	C537255
Hepatic Adenomas, Familial	C564190
Hepatic venoocclusive disease with immunodeficiency	C537257
Hepatorenal form of glycogen storage disease	C538655
Hereditary Angioedema Types I and II	D056829
